unitid,Total,Men,Women,Group
196097,2200,1188,1012,Completers within 150% of normal time
196103,318,155,163,Incoming cohort (minus exclusions)
196103,243,121,122,Completers within 150% of normal time
196112,347,265,82,Incoming cohort (minus exclusions)
196112,227,168,59,Completers within 150% of normal time
196121,1141,484,657,Incoming cohort (minus exclusions)
196121,721,285,436,Completers within 150% of normal time
196130,1835,790,1045,Incoming cohort (minus exclusions)
196130,756,281,475,Completers within 150% of normal time
196149,1214,530,684,Incoming cohort (minus exclusions)
196149,788,298,490,Completers within 150% of normal time
196158,918,341,577,Incoming cohort (minus exclusions)
196158,569,184,385,Completers within 150% of normal time
196167,1327,482,845,Incoming cohort (minus exclusions)
196167,1010,335,675,Completers within 150% of normal time
196176,1069,368,701,Incoming cohort (minus exclusions)
196176,784,249,535,Completers within 150% of normal time
196185,1130,398,732,Incoming cohort (minus exclusions)
196185,836,262,574,Completers within 150% of normal time
196194,1481,728,753,Incoming cohort (minus exclusions)
196194,983,455,528,Completers within 150% of normal time
196200,848,341,507,Incoming cohort (minus exclusions)
196200,422,153,269,Completers within 150% of normal time
196219,778,299,479,Incoming cohort (minus exclusions)
196219,494,173,321,Completers within 150% of normal time
196237,372,152,220,Incoming cohort (minus exclusions)
196237,179,51,128,Completers within 150% of normal time
196246,962,404,558,Incoming cohort (minus exclusions)
196246,622,236,386,Completers within 150% of normal time
196264,87,41,46,Incoming cohort (minus exclusions)
196264,21,12,9,Completers within 150% of normal time
196291,329,292,37,Incoming cohort (minus exclusions)
196291,243,215,28,Completers within 150% of normal time
196413,3464,1584,1880,Incoming cohort (minus exclusions)
196413,2856,1229,1627,Completers within 150% of normal time
196431,44,44,0,Incoming cohort (minus exclusions)
196431,2,2,0,Completers within 150% of normal time
196583,21,21,0,Incoming cohort (minus exclusions)
196583,2,2,0,Completers within 150% of normal time
196592,429,122,307,Incoming cohort (minus exclusions)
196592,301,78,223,Completers within 150% of normal time
196866,568,310,258,Incoming cohort (minus exclusions)
196866,480,260,220,Completers within 150% of normal time
197018,478,478,0,Incoming cohort (minus exclusions)
197018,243,243,0,Completers within 150% of normal time
197027,186,146,40,Incoming cohort (minus exclusions)
197027,151,120,31,Completers within 150% of normal time
197036,1241,968,273,Incoming cohort (minus exclusions)
197036,1037,808,229,Completers within 150% of normal time
197045,645,307,338,Incoming cohort (minus exclusions)
197045,387,158,229,Completers within 150% of normal time
197133,667,285,382,Incoming cohort (minus exclusions)
197133,617,261,356,Completers within 150% of normal time
197142,103,38,65,Incoming cohort (minus exclusions)
197142,36,13,23,Completers within 150% of normal time
197151,747,215,532,Incoming cohort (minus exclusions)
197151,552,140,412,Completers within 150% of normal time
197197,414,156,258,Incoming cohort (minus exclusions)
197197,297,92,205,Completers within 150% of normal time
197221,26,19,7,Incoming cohort (minus exclusions)
197221,20,14,6,Completers within 150% of normal time
197230,169,55,114,Incoming cohort (minus exclusions)
197230,93,29,64,Completers within 150% of normal time
197285,27,15,12,Incoming cohort (minus exclusions)
197285,16,9,7,Completers within 150% of normal time
197601,28,28,0,Incoming cohort (minus exclusions)
197601,14,14,0,Completers within 150% of normal time
197647,22,22,0,Incoming cohort (minus exclusions)
197647,4,4,0,Completers within 150% of normal time
197674,58,58,0,Incoming cohort (minus exclusions)
197674,12,12,0,Completers within 150% of normal time
197692,29,29,0,Incoming cohort (minus exclusions)
197692,15,15,0,Completers within 150% of normal time
197708,518,280,238,Incoming cohort (minus exclusions)
197708,414,207,207,Completers within 150% of normal time
197735,107,107,0,Incoming cohort (minus exclusions)
197735,76,76,0,Completers within 150% of normal time
197744,12,12,0,Incoming cohort (minus exclusions)
197744,8,8,0,Completers within 150% of normal time
197869,3045,1272,1773,Incoming cohort (minus exclusions)
197869,2215,875,1340,Completers within 150% of normal time
197911,218,81,137,Incoming cohort (minus exclusions)
197911,113,40,73,Completers within 150% of normal time
197984,308,182,126,Incoming cohort (minus exclusions)
197984,141,75,66,Completers within 150% of normal time
197993,139,0,139,Incoming cohort (minus exclusions)
197993,31,0,31,Completers within 150% of normal time
198066,246,132,114,Incoming cohort (minus exclusions)
198066,80,35,45,Completers within 150% of normal time
198136,953,391,562,Incoming cohort (minus exclusions)
198136,535,211,324,Completers within 150% of normal time
198215,311,162,149,Incoming cohort (minus exclusions)
198215,186,93,93,Completers within 150% of normal time
198303,552,270,282,Incoming cohort (minus exclusions)
198303,158,58,100,Completers within 150% of normal time
198385,510,266,244,Incoming cohort (minus exclusions)
198385,457,231,226,Completers within 150% of normal time
198419,1745,898,847,Incoming cohort (minus exclusions)
198419,1673,848,825,Completers within 150% of normal time
198464,4234,1778,2456,Incoming cohort (minus exclusions)
198464,2785,1058,1727,Completers within 150% of normal time
198507,264,125,139,Incoming cohort (minus exclusions)
198507,105,45,60,Completers within 150% of normal time
198516,1524,641,883,Incoming cohort (minus exclusions)
198516,1270,502,768,Completers within 150% of normal time
198543,627,239,388,Incoming cohort (minus exclusions)
198543,234,75,159,Completers within 150% of normal time
198561,453,177,276,Incoming cohort (minus exclusions)
198561,214,78,136,Completers within 150% of normal time
198598,226,131,95,Incoming cohort (minus exclusions)
198598,68,30,38,Completers within 150% of normal time
198613,311,171,140,Incoming cohort (minus exclusions)
198613,170,82,88,Completers within 150% of normal time
198677,4,4,0,Incoming cohort (minus exclusions)
198677,1,1,0,Completers within 150% of normal time
198695,1348,534,814,Incoming cohort (minus exclusions)
198695,946,360,586,Completers within 150% of normal time
198756,333,148,185,Incoming cohort (minus exclusions)
198756,130,46,84,Completers within 150% of normal time
198808,198,92,106,Incoming cohort (minus exclusions)
198808,80,28,52,Completers within 150% of normal time
198835,446,205,241,Incoming cohort (minus exclusions)
198835,215,87,128,Completers within 150% of normal time
198862,421,213,208,Incoming cohort (minus exclusions)
198862,97,41,56,Completers within 150% of normal time
198899,385,194,191,Incoming cohort (minus exclusions)
198899,129,60,69,Completers within 150% of normal time
198950,438,0,438,Incoming cohort (minus exclusions)
198950,300,0,300,Completers within 150% of normal time
198969,487,310,177,Incoming cohort (minus exclusions)
198969,188,83,105,Completers within 150% of normal time
198978,203,25,178,Incoming cohort (minus exclusions)
198978,38,4,34,Completers within 150% of normal time
199032,124,59,65,Incoming cohort (minus exclusions)
199032,36,15,21,Completers within 150% of normal time
199069,272,131,141,Incoming cohort (minus exclusions)
199069,130,60,70,Completers within 150% of normal time
199102,1773,776,997,Incoming cohort (minus exclusions)
199102,941,341,600,Completers within 150% of normal time
199111,734,284,450,Incoming cohort (minus exclusions)
199111,474,170,304,Completers within 150% of normal time
199120,4073,1654,2419,Incoming cohort (minus exclusions)
199120,3685,1472,2213,Completers within 150% of normal time
199139,3435,1852,1583,Incoming cohort (minus exclusions)
199139,2255,1150,1105,Completers within 150% of normal time
199148,2756,906,1850,Incoming cohort (minus exclusions)
199148,1586,480,1106,Completers within 150% of normal time
199157,1101,378,723,Incoming cohort (minus exclusions)
199157,559,175,384,Completers within 150% of normal time
199184,198,97,101,Incoming cohort (minus exclusions)
199184,138,67,71,Completers within 150% of normal time
199193,4205,2190,2015,Incoming cohort (minus exclusions)
199193,3577,1813,1764,Completers within 150% of normal time
199209,313,207,106,Incoming cohort (minus exclusions)
199209,126,64,62,Completers within 150% of normal time
199218,2021,778,1243,Incoming cohort (minus exclusions)
199218,1450,525,925,Completers within 150% of normal time
199272,214,89,125,Incoming cohort (minus exclusions)
199272,90,41,49,Completers within 150% of normal time
199281,1216,522,694,Incoming cohort (minus exclusions)
199281,525,194,331,Completers within 150% of normal time
199306,157,73,84,Incoming cohort (minus exclusions)
199306,54,22,32,Completers within 150% of normal time
199412,280,99,181,Incoming cohort (minus exclusions)
199412,180,53,127,Completers within 150% of normal time
199458,52,22,30,Incoming cohort (minus exclusions)
199458,24,12,12,Completers within 150% of normal time
199582,208,107,101,Incoming cohort (minus exclusions)
199582,46,14,32,Completers within 150% of normal time
199607,184,0,184,Incoming cohort (minus exclusions)
199607,124,0,124,Completers within 150% of normal time
199643,399,178,221,Incoming cohort (minus exclusions)
199643,65,21,44,Completers within 150% of normal time
199698,144,65,79,Incoming cohort (minus exclusions)
199698,45,13,32,Completers within 150% of normal time
199759,91,52,39,Incoming cohort (minus exclusions)
199759,49,27,22,Completers within 150% of normal time
199847,1282,607,675,Incoming cohort (minus exclusions)
199847,1157,521,636,Completers within 150% of normal time
199865,195,69,126,Incoming cohort (minus exclusions)
199865,76,27,49,Completers within 150% of normal time
199962,664,248,416,Incoming cohort (minus exclusions)
199962,405,133,272,Completers within 150% of normal time
199999,865,254,611,Incoming cohort (minus exclusions)
199999,396,94,302,Completers within 150% of normal time
200004,1620,730,890,Incoming cohort (minus exclusions)
200004,994,423,571,Completers within 150% of normal time
200059,163,76,87,Incoming cohort (minus exclusions)
200059,62,24,38,Completers within 150% of normal time
200156,230,111,119,Incoming cohort (minus exclusions)
200156,128,50,78,Completers within 150% of normal time
200217,403,146,257,Incoming cohort (minus exclusions)
200217,259,90,169,Completers within 150% of normal time
200226,127,79,48,Incoming cohort (minus exclusions)
200226,40,17,23,Completers within 150% of normal time
200253,314,144,170,Incoming cohort (minus exclusions)
200253,146,54,92,Completers within 150% of normal time
200280,1868,949,919,Incoming cohort (minus exclusions)
200280,1154,548,606,Completers within 150% of normal time
200332,2528,1401,1127,Incoming cohort (minus exclusions)
200332,1640,884,756,Completers within 150% of normal time
200484,34,20,14,Incoming cohort (minus exclusions)
200484,17,8,9,Completers within 150% of normal time
200527,11,1,10,Incoming cohort (minus exclusions)
200527,6,0,6,Completers within 150% of normal time
200572,173,87,86,Incoming cohort (minus exclusions)
200572,92,43,49,Completers within 150% of normal time
200785,6,2,4,Incoming cohort (minus exclusions)
200785,3,1,2,Completers within 150% of normal time
200800,3800,2027,1773,Incoming cohort (minus exclusions)
200800,2288,1207,1081,Completers within 150% of normal time
200873,12,3,9,Incoming cohort (minus exclusions)
200873,7,2,5,Completers within 150% of normal time
201061,58,16,42,Incoming cohort (minus exclusions)
201061,22,5,17,Completers within 150% of normal time
201104,587,246,341,Incoming cohort (minus exclusions)
201104,397,149,248,Completers within 150% of normal time
201195,766,384,382,Incoming cohort (minus exclusions)
201195,508,233,275,Completers within 150% of normal time
201371,217,118,99,Incoming cohort (minus exclusions)
201371,114,57,57,Completers within 150% of normal time
201441,3350,1325,2025,Incoming cohort (minus exclusions)
201441,2093,775,1318,Completers within 150% of normal time
201469,2,1,1,Incoming cohort (minus exclusions)
201469,1,0,1,Completers within 150% of normal time
201548,668,282,386,Incoming cohort (minus exclusions)
201548,411,164,247,Completers within 150% of normal time
201645,1253,702,551,Incoming cohort (minus exclusions)
201645,1057,556,501,Completers within 150% of normal time
201654,818,399,419,Incoming cohort (minus exclusions)
201654,600,287,313,Completers within 150% of normal time
201690,507,224,283,Incoming cohort (minus exclusions)
201690,119,40,79,Completers within 150% of normal time
201821,17,2,15,Incoming cohort (minus exclusions)
201821,10,1,9,Completers within 150% of normal time
201885,4388,2321,2067,Incoming cohort (minus exclusions)
201885,3202,1639,1563,Completers within 150% of normal time
201964,130,58,72,Incoming cohort (minus exclusions)
201964,59,20,39,Completers within 150% of normal time
202046,167,69,98,Incoming cohort (minus exclusions)
202046,93,35,58,Completers within 150% of normal time
202073,66,35,31,Incoming cohort (minus exclusions)
202073,47,21,26,Completers within 150% of normal time
202134,1847,851,996,Incoming cohort (minus exclusions)
202134,939,418,521,Completers within 150% of normal time
202170,243,68,175,Incoming cohort (minus exclusions)
202170,145,35,110,Completers within 150% of normal time
202480,2142,1101,1041,Incoming cohort (minus exclusions)
202480,1709,858,851,Completers within 150% of normal time
202514,172,102,70,Incoming cohort (minus exclusions)
202514,88,46,42,Completers within 150% of normal time
202523,631,291,340,Incoming cohort (minus exclusions)
202523,513,230,283,Completers within 150% of normal time
202763,703,225,478,Incoming cohort (minus exclusions)
202763,445,139,306,Completers within 150% of normal time
202806,114,74,40,Incoming cohort (minus exclusions)
202806,29,15,14,Completers within 150% of normal time
202903,20,7,13,Incoming cohort (minus exclusions)
202903,12,3,9,Completers within 150% of normal time
203085,272,160,112,Incoming cohort (minus exclusions)
203085,156,77,79,Completers within 150% of normal time
203128,160,90,70,Incoming cohort (minus exclusions)
203128,85,38,47,Completers within 150% of normal time
203368,759,377,382,Incoming cohort (minus exclusions)
203368,575,261,314,Completers within 150% of normal time
203447,103,53,50,Incoming cohort (minus exclusions)
203447,29,12,17,Completers within 150% of normal time
203456,42,12,30,Incoming cohort (minus exclusions)
203456,6,2,4,Completers within 150% of normal time
203465,516,217,299,Incoming cohort (minus exclusions)
203465,173,63,110,Completers within 150% of normal time
203474,181,70,111,Incoming cohort (minus exclusions)
203474,46,14,32,Completers within 150% of normal time
203483,127,57,70,Incoming cohort (minus exclusions)
203483,47,21,26,Completers within 150% of normal time
203492,136,49,87,Incoming cohort (minus exclusions)
203492,40,10,30,Completers within 150% of normal time
203517,4286,1480,2806,Incoming cohort (minus exclusions)
203517,2900,904,1996,Completers within 150% of normal time
203526,260,122,138,Incoming cohort (minus exclusions)
203526,62,24,38,Completers within 150% of normal time
203535,488,215,273,Incoming cohort (minus exclusions)
203535,424,185,239,Completers within 150% of normal time
203544,55,9,46,Incoming cohort (minus exclusions)
203544,26,3,23,Completers within 150% of normal time
203580,212,121,91,Incoming cohort (minus exclusions)
203580,96,44,52,Completers within 150% of normal time
203757,149,51,98,Incoming cohort (minus exclusions)
203757,86,27,59,Completers within 150% of normal time
203775,243,104,139,Incoming cohort (minus exclusions)
203775,145,54,91,Completers within 150% of normal time
203845,283,191,92,Incoming cohort (minus exclusions)
203845,144,90,54,Completers within 150% of normal time
203960,24,2,22,Incoming cohort (minus exclusions)
203960,14,1,13,Completers within 150% of normal time
204006,551,260,291,Incoming cohort (minus exclusions)
204006,106,47,59,Completers within 150% of normal time
204015,260,133,127,Incoming cohort (minus exclusions)
204015,50,18,32,Completers within 150% of normal time
204024,3788,1855,1933,Incoming cohort (minus exclusions)
204024,3144,1460,1684,Completers within 150% of normal time
204176,88,3,85,Incoming cohort (minus exclusions)
204176,71,2,69,Completers within 150% of normal time
204185,537,288,249,Incoming cohort (minus exclusions)
204185,366,167,199,Completers within 150% of normal time
204194,352,143,209,Incoming cohort (minus exclusions)
204194,208,77,131,Completers within 150% of normal time
204200,324,178,146,Incoming cohort (minus exclusions)
204200,173,75,98,Completers within 150% of normal time
204264,357,191,166,Incoming cohort (minus exclusions)
204264,183,84,99,Completers within 150% of normal time
204468,343,210,133,Incoming cohort (minus exclusions)
204468,133,73,60,Completers within 150% of normal time
204486,115,63,52,Incoming cohort (minus exclusions)
204486,53,26,27,Completers within 150% of normal time
204501,774,332,442,Incoming cohort (minus exclusions)
204501,637,264,373,Completers within 150% of normal time
204617,245,130,115,Incoming cohort (minus exclusions)
204617,135,63,72,Completers within 150% of normal time
204635,458,303,155,Incoming cohort (minus exclusions)
204635,332,206,126,Completers within 150% of normal time
204671,333,174,159,Incoming cohort (minus exclusions)
204671,79,34,45,Completers within 150% of normal time
204680,514,271,243,Incoming cohort (minus exclusions)
204680,78,31,47,Completers within 150% of normal time
204699,376,199,177,Incoming cohort (minus exclusions)
204699,57,13,44,Completers within 150% of normal time
204705,1200,654,546,Incoming cohort (minus exclusions)
204705,364,172,192,Completers within 150% of normal time
204796,7018,3456,3562,Incoming cohort (minus exclusions)
204796,6175,2955,3220,Completers within 150% of normal time
204802,118,56,62,Incoming cohort (minus exclusions)
204802,21,9,12,Completers within 150% of normal time
204820,199,66,133,Incoming cohort (minus exclusions)
204820,39,12,27,Completers within 150% of normal time
204839,125,39,86,Incoming cohort (minus exclusions)
204839,29,8,21,Completers within 150% of normal time
204848,345,156,189,Incoming cohort (minus exclusions)
204848,50,19,31,Completers within 150% of normal time
204857,4407,2055,2352,Incoming cohort (minus exclusions)
204857,2949,1281,1668,Completers within 150% of normal time
204866,210,76,134,Incoming cohort (minus exclusions)
204866,48,11,37,Completers within 150% of normal time
204909,429,220,209,Incoming cohort (minus exclusions)
204909,276,125,151,Completers within 150% of normal time
204936,562,210,352,Incoming cohort (minus exclusions)
204936,389,126,263,Completers within 150% of normal time
205027,16,16,0,Incoming cohort (minus exclusions)
205027,3,3,0,Completers within 150% of normal time
205124,8,8,0,Incoming cohort (minus exclusions)
205124,5,5,0,Completers within 150% of normal time
205203,175,68,107,Incoming cohort (minus exclusions)
205203,67,24,43,Completers within 150% of normal time
205443,394,200,194,Incoming cohort (minus exclusions)
205443,210,96,114,Completers within 150% of normal time
205957,424,178,246,Incoming cohort (minus exclusions)
205957,317,121,196,Completers within 150% of normal time
206048,478,264,214,Incoming cohort (minus exclusions)
206048,216,113,103,Completers within 150% of normal time
206084,3127,1549,1578,Incoming cohort (minus exclusions)
206084,1764,829,935,Completers within 150% of normal time
206279,6,1,5,Incoming cohort (minus exclusions)
206279,2,1,1,Completers within 150% of normal time
206349,114,4,110,Incoming cohort (minus exclusions)
206349,56,2,54,Completers within 150% of normal time
206437,439,175,264,Incoming cohort (minus exclusions)
206437,301,107,194,Completers within 150% of normal time
206491,190,86,104,Incoming cohort (minus exclusions)
206491,35,13,22,Completers within 150% of normal time
206507,277,139,138,Incoming cohort (minus exclusions)
206507,146,68,78,Completers within 150% of normal time
206525,492,234,258,Incoming cohort (minus exclusions)
206525,317,138,179,Completers within 150% of normal time
206589,566,275,291,Incoming cohort (minus exclusions)
206589,435,191,244,Completers within 150% of normal time
206604,2297,1066,1231,Incoming cohort (minus exclusions)
206604,1009,454,555,Completers within 150% of normal time
206613,212,116,96,Incoming cohort (minus exclusions)
206613,77,40,37,Completers within 150% of normal time
206622,1145,516,629,Incoming cohort (minus exclusions)
206622,860,363,497,Completers within 150% of normal time
206695,1876,924,952,Incoming cohort (minus exclusions)
206695,891,412,479,Completers within 150% of normal time
206817,138,109,29,Incoming cohort (minus exclusions)
206817,10,6,4,Completers within 150% of normal time
206835,189,115,74,Incoming cohort (minus exclusions)
206835,62,26,36,Completers within 150% of normal time
206862,284,155,129,Incoming cohort (minus exclusions)
206862,137,68,69,Completers within 150% of normal time
206914,388,178,210,Incoming cohort (minus exclusions)
206914,136,59,77,Completers within 150% of normal time
206941,2064,790,1274,Incoming cohort (minus exclusions)
206941,757,225,532,Completers within 150% of normal time
207041,741,386,355,Incoming cohort (minus exclusions)
207041,229,93,136,Completers within 150% of normal time
207157,90,54,36,Incoming cohort (minus exclusions)
207157,17,5,12,Completers within 150% of normal time
207209,266,91,175,Incoming cohort (minus exclusions)
207209,77,18,59,Completers within 150% of normal time
207254,83,76,7,Incoming cohort (minus exclusions)
207254,29,27,2,Completers within 150% of normal time
207263,806,356,450,Incoming cohort (minus exclusions)
207263,313,116,197,Completers within 150% of normal time
207306,346,176,170,Incoming cohort (minus exclusions)
207306,105,44,61,Completers within 150% of normal time
207324,439,208,231,Incoming cohort (minus exclusions)
207324,248,112,136,Completers within 150% of normal time
207351,97,62,35,Incoming cohort (minus exclusions)
207351,39,22,17,Completers within 150% of normal time
207388,3940,1928,2012,Incoming cohort (minus exclusions)
207388,2581,1189,1392,Completers within 150% of normal time
207403,555,218,337,Incoming cohort (minus exclusions)
207403,297,101,196,Completers within 150% of normal time
207458,320,106,214,Incoming cohort (minus exclusions)
207458,208,63,145,Completers within 150% of normal time
207500,3851,1815,2036,Incoming cohort (minus exclusions)
207500,2917,1309,1608,Completers within 150% of normal time
207582,569,252,317,Incoming cohort (minus exclusions)
207582,335,130,205,Completers within 150% of normal time
207661,300,133,167,Incoming cohort (minus exclusions)
207661,111,37,74,Completers within 150% of normal time
207722,204,64,140,Incoming cohort (minus exclusions)
207722,79,13,66,Completers within 150% of normal time
207847,442,215,227,Incoming cohort (minus exclusions)
207847,133,60,73,Completers within 150% of normal time
207856,112,64,48,Incoming cohort (minus exclusions)
207856,27,14,13,Completers within 150% of normal time
207865,828,372,456,Incoming cohort (minus exclusions)
207865,345,133,212,Completers within 150% of normal time
207971,707,400,307,Incoming cohort (minus exclusions)
207971,519,278,241,Completers within 150% of normal time
208646,309,138,171,Incoming cohort (minus exclusions)
208646,118,48,70,Completers within 150% of normal time
208725,24,11,13,Incoming cohort (minus exclusions)
208725,11,3,8,Completers within 150% of normal time
208822,619,277,342,Incoming cohort (minus exclusions)
208822,430,181,249,Completers within 150% of normal time
209056,654,255,399,Incoming cohort (minus exclusions)
209056,485,184,301,Completers within 150% of normal time
209065,474,182,292,Incoming cohort (minus exclusions)
209065,319,110,209,Completers within 150% of normal time
209241,13,13,0,Incoming cohort (minus exclusions)
209241,7,7,0,Completers within 150% of normal time
209287,56,28,28,Incoming cohort (minus exclusions)
209287,31,15,16,Completers within 150% of normal time
209409,83,30,53,Incoming cohort (minus exclusions)
209409,50,18,32,Completers within 150% of normal time
209506,324,179,145,Incoming cohort (minus exclusions)
209506,180,99,81,Completers within 150% of normal time
209542,3338,1742,1596,Incoming cohort (minus exclusions)
209542,2276,1124,1152,Completers within 150% of normal time
209551,4044,1701,2343,Incoming cohort (minus exclusions)
209551,3007,1244,1763,Completers within 150% of normal time
209603,70,15,55,Incoming cohort (minus exclusions)
209603,25,5,20,Completers within 150% of normal time
209612,479,208,271,Incoming cohort (minus exclusions)
209612,339,133,206,Completers within 150% of normal time
209807,1652,662,990,Incoming cohort (minus exclusions)
209807,889,320,569,Completers within 150% of normal time
209825,941,373,568,Incoming cohort (minus exclusions)
209825,760,286,474,Completers within 150% of normal time
209922,417,180,237,Incoming cohort (minus exclusions)
209922,303,121,182,Completers within 150% of normal time
210146,780,305,475,Incoming cohort (minus exclusions)
210146,320,111,209,Completers within 150% of normal time
210304,77,26,51,Incoming cohort (minus exclusions)
210304,26,4,22,Completers within 150% of normal time
210331,274,88,186,Incoming cohort (minus exclusions)
210331,176,49,127,Completers within 150% of normal time
210401,521,227,294,Incoming cohort (minus exclusions)
210401,375,159,216,Completers within 150% of normal time
210429,906,335,571,Incoming cohort (minus exclusions)
210429,438,139,299,Completers within 150% of normal time
210492,67,34,33,Incoming cohort (minus exclusions)
210492,32,14,18,Completers within 150% of normal time
210571,491,200,291,Incoming cohort (minus exclusions)
210571,232,85,147,Completers within 150% of normal time
210669,487,234,253,Incoming cohort (minus exclusions)
210669,363,164,199,Completers within 150% of normal time
210739,427,180,247,Incoming cohort (minus exclusions)
210739,296,122,174,Completers within 150% of normal time
210775,401,132,269,Incoming cohort (minus exclusions)
210775,262,72,190,Completers within 150% of normal time
211024,65,34,31,Incoming cohort (minus exclusions)
211024,35,14,21,Completers within 150% of normal time
211088,597,198,399,Incoming cohort (minus exclusions)
211088,369,126,243,Completers within 150% of normal time
211158,2103,871,1232,Incoming cohort (minus exclusions)
211158,1250,470,780,Completers within 150% of normal time
211273,385,0,385,Incoming cohort (minus exclusions)
211273,335,0,335,Completers within 150% of normal time
211291,938,456,482,Incoming cohort (minus exclusions)
211291,825,393,432,Completers within 150% of normal time
211352,390,132,258,Incoming cohort (minus exclusions)
211352,204,70,134,Completers within 150% of normal time
211361,880,392,488,Incoming cohort (minus exclusions)
211361,430,171,259,Completers within 150% of normal time
211431,218,25,193,Incoming cohort (minus exclusions)
211431,114,14,100,Completers within 150% of normal time
211440,1564,842,722,Incoming cohort (minus exclusions)
211440,1451,768,683,Completers within 150% of normal time
211468,179,0,179,Incoming cohort (minus exclusions)
211468,114,0,114,Completers within 150% of normal time
211477,39,18,21,Incoming cohort (minus exclusions)
211477,14,5,9,Completers within 150% of normal time
211556,210,58,152,Incoming cohort (minus exclusions)
211556,132,28,104,Completers within 150% of normal time
211583,206,87,119,Incoming cohort (minus exclusions)
211583,129,46,83,Completers within 150% of normal time
211608,100,47,53,Incoming cohort (minus exclusions)
211608,41,19,22,Completers within 150% of normal time
211644,781,274,507,Incoming cohort (minus exclusions)
211644,453,135,318,Completers within 150% of normal time
211893,19,9,10,Incoming cohort (minus exclusions)
211893,17,8,9,Completers within 150% of normal time
211981,470,210,260,Incoming cohort (minus exclusions)
211981,252,94,158,Completers within 150% of normal time
212009,728,306,422,Incoming cohort (minus exclusions)
212009,600,242,358,Completers within 150% of normal time
212054,2713,1503,1210,Incoming cohort (minus exclusions)
212054,2122,1119,1003,Completers within 150% of normal time
212106,1257,445,812,Incoming cohort (minus exclusions)
212106,970,318,652,Completers within 150% of normal time
212115,1270,547,723,Incoming cohort (minus exclusions)
212115,617,210,407,Completers within 150% of normal time
212133,314,122,192,Incoming cohort (minus exclusions)
212133,196,73,123,Completers within 150% of normal time
212160,995,409,586,Incoming cohort (minus exclusions)
212160,500,188,312,Completers within 150% of normal time
212197,502,179,323,Incoming cohort (minus exclusions)
212197,379,128,251,Completers within 150% of normal time
212577,592,280,312,Incoming cohort (minus exclusions)
212577,490,224,266,Completers within 150% of normal time
212601,589,252,337,Incoming cohort (minus exclusions)
212601,384,147,237,Completers within 150% of normal time
212656,329,181,148,Incoming cohort (minus exclusions)
212656,232,121,111,Completers within 150% of normal time
212674,699,328,371,Incoming cohort (minus exclusions)
212674,573,251,322,Completers within 150% of normal time
212805,545,266,279,Incoming cohort (minus exclusions)
212805,477,223,254,Completers within 150% of normal time
212832,146,50,96,Incoming cohort (minus exclusions)
212832,98,29,69,Completers within 150% of normal time
212911,344,171,173,Incoming cohort (minus exclusions)
212911,310,155,155,Completers within 150% of normal time
212984,332,86,246,Incoming cohort (minus exclusions)
212984,186,43,143,Completers within 150% of normal time
212993,19,8,11,Incoming cohort (minus exclusions)
212993,14,7,7,Completers within 150% of normal time
213011,187,60,127,Incoming cohort (minus exclusions)
213011,129,38,91,Completers within 150% of normal time
213020,2466,1014,1452,Incoming cohort (minus exclusions)
213020,1400,510,890,Completers within 150% of normal time
213251,356,148,208,Incoming cohort (minus exclusions)
213251,270,109,161,Completers within 150% of normal time
213303,214,78,136,Incoming cohort (minus exclusions)
213303,100,42,58,Completers within 150% of normal time
213321,517,271,246,Incoming cohort (minus exclusions)
213321,348,166,182,Completers within 150% of normal time
213349,1859,845,1014,Incoming cohort (minus exclusions)
213349,1002,417,585,Completers within 150% of normal time
213358,277,123,154,Incoming cohort (minus exclusions)
213358,143,57,86,Completers within 150% of normal time
213367,707,321,386,Incoming cohort (minus exclusions)
213367,422,182,240,Completers within 150% of normal time
213385,670,314,356,Incoming cohort (minus exclusions)
213385,589,273,316,Completers within 150% of normal time
213400,178,90,88,Incoming cohort (minus exclusions)
213400,107,49,58,Completers within 150% of normal time
213507,455,212,243,Incoming cohort (minus exclusions)
213507,309,138,171,Completers within 150% of normal time
213543,1256,703,553,Incoming cohort (minus exclusions)
213543,1097,597,500,Completers within 150% of normal time
213598,453,169,284,Incoming cohort (minus exclusions)
213598,222,73,149,Completers within 150% of normal time
213613,830,353,477,Incoming cohort (minus exclusions)
213613,451,170,281,Completers within 150% of normal time
213668,347,185,162,Incoming cohort (minus exclusions)
213668,232,114,118,Completers within 150% of normal time
213783,312,129,183,Incoming cohort (minus exclusions)
213783,174,77,97,Completers within 150% of normal time
213826,367,101,266,Incoming cohort (minus exclusions)
213826,256,61,195,Completers within 150% of normal time
213987,598,247,351,Incoming cohort (minus exclusions)
213987,396,150,246,Completers within 150% of normal time
213996,690,265,425,Incoming cohort (minus exclusions)
213996,531,206,325,Completers within 150% of normal time
214041,1320,561,759,Incoming cohort (minus exclusions)
214041,749,298,451,Completers within 150% of normal time
214069,434,155,279,Incoming cohort (minus exclusions)
214069,310,107,203,Completers within 150% of normal time
214148,94,0,94,Incoming cohort (minus exclusions)
214148,54,0,54,Completers within 150% of normal time
214157,521,263,258,Incoming cohort (minus exclusions)
214157,352,156,196,Completers within 150% of normal time
214166,166,68,98,Incoming cohort (minus exclusions)
214166,89,39,50,Completers within 150% of normal time
214175,582,228,354,Incoming cohort (minus exclusions)
214175,477,173,304,Completers within 150% of normal time
214272,400,144,256,Incoming cohort (minus exclusions)
